res_id,gender,age,MateComp.cont,hate_violence_means,hate_pol_message,hate_prevent_settlement,hate_polcondemn
477283349,Male,21,1,1,1,1,1
403401545,Female,58,1,1,1,1,1
477169145,Female,31,1,1,1,1,1
403663840,Female,27,1,1,1,1,1
427045547,Female,28,2,4,4,3,3
477167946,Female,71,2,2,1,1,1
407448142,Male,19,1,1,1,1,2
447545142,Female,29,1,1,1,1,1
497698047,Female,56,1,2,1,1,1
443227747,Male,23,1,1,1,1,1
463487244,Male,62,1,1,1,1,2
451557947,Female,52,2,2,1,1,2
491447140,Female,60,1,1,1,1,1
453568640,Female,37,1,1,2,1,1
473098146,Female,30,1,2,1,1,1
457310643,Female,50,1,1,1,1,1
473687445,Male,50,1,1,1,1,1
404212940,Male,46,1,1,1,1,2
443507847,Male,61,2,1,1,1,1
413894547,Male,60,1,1,1,1,2
451161940,Female,52,2,1,1,1,1
431820247,Female,52,1,1,1,1,1
453714441,Male,37,2,2,2,2,2
423132141,Female,24,1,2,1,1,1
447207742,Female,26,1,1,1,1,1
411676342,Female,54,2,1,1,1,1
477585041,Male,66,1,1,2,1,2
491197440,Female,23,1,1,1,1,2
483261947,Female,34,4,4,3,4,1
434943640,Male,36,1,1,1,1,1
404809142,Male,54,2,2,2,2,4
461763443,Female,51,2,2,2,2,2
474450543,Female,28,2,1,1,1,1
493218442,Female,59,2,2,2,1,3
403006444,Male,38,2,2,1,1,1
427114745,Male,44,2,2,1,1,1
443201942,Male,64,2,2,2,2,2
477746044,Male,19,1,1,1,1,2
463843146,Female,69,2,1,2,2,2
401293940,Female,72,1,1,1,1,1
404898844,Female,52,1,1,1,1,1
467364242,Female,29,1,1,1,1,1
453488643,Female,64,2,1,1,1,1
451200342,Male,26,1,2,1,1,3
474264741,Male,30,1,1,1,1,1
441620846,Female,25,1,1,1,1,2
487968743,Male,48,2,3,2,2,2
443001749,Female,70,3,1,2,1,1
471081547,Female,68,1,2,1,1,2
494333741,Male,38,2,1,2,1,1
481714942,Male,27,1,1,1,1,1
471517643,Female,19,1,1,1,1,1
417557341,Female,41,2,2,1,1,2
467709845,Female,46,2,1,1,1,1
443777840,Male,56,2,2,1,1,2
443041441,Female,47,4,3,3,3,1
427105045,Female,22,1,1,1,1,1
427420645,Male,27,2,2,2,1,1
491180144,Male,29,1,1,1,1,1
493893243,Male,67,1,1,1,1,1
427715448,Female,23,4,4,4,4,4
434208045,Female,78,2,1,2,1,1
423208843,Female,49,2,2,2,1,2
457909649,Female,24,2,2,1,1,2
413968742,Female,26,1,1,1,1,2
403777547,Female,51,3,1,4,2,1
497414645,Female,30,1,1,1,1,1
423429146,Female,32,2,1,1,1,2
424467646,Male,47,1,1,1,1,1
483787941,Female,51,1,1,1,1,1
493668742,Male,30,1,2,1,1,1
433387546,Female,54,1,1,1,1,1
413894941,Male,45,4,2,2,2,2
497228647,Male,25,2,3,4,2,2
454837247,Male,59,1,2,1,1,3
471157247,Male,22,4,4,4,4,1
437772941,Female,21,1,1,1,1,1
461107540,Male,53,3,1,1,1,3
413742340,Male,42,4,4,4,4,1
453907846,Female,41,2,1,1,1,2
401564140,Female,52,2,2,1,2,3
487635244,Female,50,3,2,3,2,3
494574447,Male,54,1,1,1,1,1
401944142,Male,60,2,2,1,2,4
487987946,Female,49,2,1,1,1,2
417045047,Female,50,2,2,2,2,2
453385447,Female,48,1,1,1,1,1
464163540,Female,29,2,2,2,2,2
433485341,Female,55,1,2,3,2,1
421084249,Female,58,1,1,1,1,4
444514049,Male,32,3,2,3,3,2
473507941,Male,68,1,2,1,1,1
441993241,Male,28,1,1,1,1,3
443971048,Male,65,1,1,1,1,1
453713042,Male,68,2,2,2,2,2
441414740,Male,60,2,1,1,1,1
431143849,Female,63,1,1,1,1,2
454313148,Male,68,2,3,2,2,2
407212348,Female,50,1,2,1,1,1
413355141,Female,26,1,1,1,1,1
417646541,Female,30,3,3,3,3,1
474243641,Female,36,1,1,1,1,2
457949845,Male,21,2,1,1,1,2
463459340,Male,36,2,2,3,4,1
457267649,Female,19,1,2,1,1,1
457206245,Female,19,2,1,1,2,1
454914749,Male,29,2,2,2,1,2
483524341,Male,59,1,1,1,1,1
437672648,Male,68,1,1,1,1,1
467364444,Female,49,1,1,1,1,1
443454641,Male,38,1,1,1,1,1
451566143,Male,20,3,2,3,4,2
423281848,Female,26,1,1,1,1,2
444608546,Female,71,1,2,1,1,1
444114845,Male,41,3,2,2,2,1
437220540,Female,24,1,1,1,1,2
434714142,Male,49,1,2,1,1,1
477821740,Male,58,2,2,3,2,2
464563249,Male,42,4,1,1,1,1
473242543,Male,24,1,2,2,2,3
477055342,Female,48,1,1,1,1,1
441286042,Male,29,1,2,1,1,2
483574847,Female,33,2,1,1,1,1
423917243,Female,43,4,4,2,3,3
423163747,Female,66,3,3,3,3,2
437603046,Female,32,4,2,3,3,1
457310249,Female,26,1,1,1,1,1
431097848,Female,23,3,2,3,3,2
437183844,Male,56,2,1,1,1,3
497919144,Female,21,1,1,1,1,1
417182644,Male,54,1,1,1,1,1
424109949,Male,61,2,1,1,1,1
411896148,Female,32,2,3,3,3,2
437678641,Female,32,1,1,1,1,2
473743945,Female,64,2,2,2,1,4
413569443,Male,57,2,1,1,1,2
447449143,Male,19,1,1,1,1,2
434044841,Male,50,1,2,1,1,3
407345743,Male,28,1,1,1,1,1
403388345,Male,57,2,1,1,1,1
477638444,Female,45,1,3,4,4,2
461440143,Female,65,2,1,1,1,1
467069340,Male,23,1,1,1,1,3
443294247,Male,58,4,4,3,3,4
494520249,Male,39,1,1,1,1,2
403394841,Male,79,3,1,3,2,3
491020249,Male,23,1,1,1,1,2
483494045,Female,31,1,1,1,1,1
463508342,Female,62,2,2,2,2,2
453294344,Male,56,2,2,1,2,3
453460544,Male,32,4,3,1,1,2
471191748,Female,25,1,1,1,1,1
483454545,Male,55,2,2,2,2,3
441136441,Female,31,2,1,2,1,2
443924741,Male,55,3,4,2,2,4
407059740,Female,26,1,1,1,1,1
441684249,Male,23,4,2,1,1,2
443491541,Male,40,3,3,4,4,3
471206547,Female,60,1,1,1,1,2
447246644,Female,55,2,1,1,1,1
407653745,Male,20,1,1,1,1,1
493463643,Female,47,2,2,1,2,3
484118649,Female,62,1,1,1,1,1
493487343,Male,89,2,3,1,1,3
483608747,Female,53,1,2,1,1,1
473801440,Male,53,1,1,1,1,1
473200347,Male,58,2,3,2,2,3
403528946,Male,32,1,2,2,2,4
413900148,Female,60,1,1,1,1,2
477932743,Male,43,1,2,1,1,2
427870041,Female,20,2,1,1,1,1
474809343,Male,61,2,1,1,1,1
404950844,Female,49,2,1,1,1,1
463432641,Male,37,1,2,1,1,1
467437145,Male,72,1,1,1,1,1
433332445,Male,70,2,1,3,2,3
484654644,Male,53,2,2,1,1,2
457774948,Female,60,2,2,3,2,2
484414849,Male,38,2,2,2,2,1
414414041,Male,43,3,3,3,2,3
477772142,Female,36,1,2,2,2,3
457579844,Female,31,1,2,1,1,2
441720944,Male,36,1,1,1,1,1
433594540,Male,62,3,1,1,1,1
403294649,Male,50,1,2,1,1,2
481411143,Female,64,2,2,1,1,2
454389548,Male,46,2,1,1,1,2
474608549,Male,36,1,2,1,1,1
424709643,Male,37,1,1,1,1,1
403887743,Female,45,1,1,1,1,2
463654241,Female,63,2,4,4,4,4
443487440,Female,53,2,3,2,2,3
403763144,Male,68,2,2,2,2,2
403907341,Male,43,2,1,2,1,1
411351046,Male,55,1,1,2,1,1
413832642,Female,29,1,1,1,1,2
464569941,Male,49,2,1,1,1,2
463507343,Female,35,2,2,1,1,2
423887747,Male,60,2,2,2,1,2
497011844,Male,53,2,2,3,2,2
457409146,Male,52,1,2,2,1,2
493507048,Female,60,1,1,1,1,1
424009347,Female,64,1,1,1,1,2
464790146,Male,41,1,1,1,1,1
437228340,Female,42,2,1,1,1,1
493377544,Male,45,1,1,1,1,1
453894044,Male,51,2,3,2,1,2
497435545,Female,58,1,3,1,3,4
461714248,Female,58,2,1,1,1,1
477172941,Female,45,1,3,4,4,4
457278047,Female,68,3,1,1,1,2
497814143,Male,59,2,1,1,1,1
483817449,Male,52,1,1,1,1,2
497609944,Male,67,3,1,1,1,1
403428141,Male,53,2,3,3,3,3
441594843,Female,70,2,3,2,2,2
453517844,Male,49,2,2,1,1,3
497178549,Male,26,3,3,3,3,2
493177143,Male,59,2,3,3,3,3
441571948,Female,45,4,2,2,3,1
427197746,Male,48,1,1,1,1,4
443581449,Female,46,1,1,2,2,3
474394546,Male,59,2,1,1,1,1
461880847,Male,19,2,2,1,1,2
437131847,Male,36,3,1,1,1,1
444609543,Female,79,3,2,2,2,1
481371345,Male,25,1,2,2,1,3
404734845,Female,36,1,1,1,1,2
441451540,Male,45,2,1,1,1,2
423458749,Female,63,4,4,4,3,4
427761945,Male,53,1,4,2,4,4
483934047,Male,69,2,2,1,1,1
483629748,Female,46,1,1,1,1,1
417619241,Male,28,2,1,1,1,2
461017045,Male,56,1,1,1,1,2
497680642,Male,34,3,3,2,2,2
444369642,Male,56,1,1,1,1,2
444514040,Male,44,1,2,3,2,3
481586648,Male,35,3,3,2,2,3
473518240,Male,40,2,2,1,1,1
483827346,Female,30,1,2,2,2,2
413454646,Female,73,3,1,1,1,1
421223640,Male,52,2,2,1,1,1
497781640,Male,56,2,2,2,2,2
423667644,Female,24,2,2,3,2,2
477165449,Female,46,1,4,4,3,2
474112847,Male,53,2,2,1,1,2
461381949,Female,27,4,3,1,3,4
483087548,Male,52,2,3,3,3,3
437720847,Male,28,1,3,1,1,2
417251241,Male,52,2,2,2,2,2
413273547,Female,69,2,1,2,1,2
487615245,Female,43,1,4,4,4,4
411774845,Male,53,2,2,2,3,2
481744745,Female,20,4,3,3,1,1
471043343,Female,26,2,1,1,1,2
464584041,Male,58,2,2,2,1,2
463038947,Female,61,2,3,3,2,2
457386440,Male,22,4,3,1,2,2
461644248,Male,65,2,2,1,1,1
427945746,Female,29,1,2,1,1,2
493787244,Female,44,2,1,4,3,2
497375149,Male,55,1,1,1,1,1
427115149,Female,25,1,1,1,1,1
484809547,Female,35,1,3,3,3,3
413673345,Female,66,3,1,1,1,1
447482744,Male,23,3,2,3,3,3
467614844,Female,55,2,1,1,1,1
473989944,Female,36,1,2,1,1,2
437851649,Male,50,3,2,2,2,3
431017349,Male,54,2,2,1,1,3
411673549,Male,23,1,1,1,1,1
451074244,Male,46,2,2,2,2,1
481607341,Female,32,2,2,3,3,2
497559640,Female,59,2,4,4,4,4
443187841,Male,52,1,1,1,1,1
443494248,Male,64,2,3,4,3,4
451457149,Female,47,2,1,1,1,1
404514747,Female,41,1,2,1,1,2
443128249,Male,47,1,1,1,1,1
457382745,Male,40,2,2,1,1,1
497139449,Female,62,2,2,1,1,4
487175041,Male,43,1,2,1,1,3
487095241,Male,50,1,2,2,2,3
433610241,Female,67,4,3,3,3,2
443668749,Female,43,3,3,3,3,3
447941449,Female,49,1,2,2,2,2
433631444,Female,50,2,1,2,1,3
427251242,Female,59,2,1,1,1,1
413787846,Male,51,1,1,1,1,2
441514140,Male,69,3,3,2,2,1
457716546,Female,34,3,2,3,2,3
434078045,Female,50,1,1,1,1,1
497267545,Male,32,1,1,1,1,1
413073546,Female,42,3,3,3,1,1
487848545,Male,23,3,1,3,4,3
461070441,Male,27,1,1,1,1,1
407853240,Male,26,2,1,1,1,2
453894746,Male,61,1,1,1,1,1
467116645,Female,19,1,1,1,1,3
401157340,Female,19,1,1,1,1,1
403266241,Female,55,2,1,2,1,3
494232143,Male,34,3,1,1,1,1
444264948,Female,66,1,1,2,1,3
487068744,Male,33,3,3,2,2,2
423870642,Female,63,1,2,1,1,1
444272842,Male,44,1,1,1,1,1
457348449,Male,56,1,2,2,3,3
461680541,Male,19,2,1,1,1,2
457338142,Female,58,1,1,1,1,1
493401140,Male,57,1,1,1,1,1
484489047,Male,46,2,1,1,1,2
481561445,Male,23,2,3,2,2,2
473491647,Female,39,2,1,1,1,1
413787549,Male,52,1,1,1,1,1
423333246,Female,76,2,1,1,1,2
447915845,Female,48,2,2,1,1,2
497003148,Male,49,1,1,2,1,1
417565745,Male,27,3,4,3,4,2
423178649,Female,28,2,2,1,1,3
414574843,Male,48,2,1,1,1,2
403988540,Female,61,2,3,1,1,1
443818442,Female,74,2,2,1,1,1
463595844,Male,61,2,2,1,1,2
433487145,Male,56,2,1,1,1,1
403538848,Male,58,2,2,2,2,2
454518041,Female,44,4,3,4,4,1
423178640,Female,66,1,1,1,1,1
403668348,Male,52,3,2,1,1,3
494104843,Female,67,1,1,1,1,1
407222542,Female,34,1,1,1,1,1
427639443,Male,58,1,1,1,1,3
437522741,Female,24,1,1,1,1,1
433100849,Male,31,3,2,2,2,2
497864442,Female,68,2,1,1,3,2
457031842,Male,36,2,3,2,2,3
401291848,Female,22,2,2,1,1,1
447115944,Male,70,3,2,1,1,2
401596540,Female,68,3,1,2,2,2
421133347,Male,26,1,1,1,1,2
427144245,Male,62,2,1,2,2,2
487264040,Male,45,2,1,2,2,2
493927040,Male,46,1,2,1,1,2
403387149,Female,32,1,1,1,1,1
474063241,Male,52,3,2,3,3,3
407676044,Male,49,2,1,1,2,2
443038540,Male,51,2,2,1,2,1
413132648,Male,56,3,2,2,2,1
411617643,Male,33,1,1,1,1,3
443210748,Female,50,3,1,1,1,1
493798042,Male,36,2,1,1,1,1
487478243,Male,26,2,1,1,1,1
487265646,Male,32,1,3,2,2,2
404572640,Male,51,4,4,4,4,4
474754142,Male,37,1,1,1,1,1
483737941,Male,41,3,3,2,2,3
404198543,Male,58,4,3,4,4,4
463143045,Female,61,2,1,2,2,2
487884045,Female,76,1,1,1,1,1
467676747,Male,69,2,1,1,1,2
494714641,Male,41,1,1,1,1,2
437585545,Male,37,1,1,1,1,1
454018848,Female,48,1,2,1,1,1
433054748,Female,66,1,1,1,1,1
467301541,Male,44,2,1,1,1,2
413790847,Male,53,1,1,1,1,1
463772143,Male,66,1,1,1,1,1
497136741,Female,75,3,2,3,4,1
407505943,Female,65,1,1,1,1,1
424814345,Male,52,1,1,1,1,3
421467246,Male,20,2,1,1,1,2
407114940,Male,51,3,3,2,1,1
474814348,Male,75,2,1,1,1,2
433497149,Female,62,2,1,1,1,4
463907444,Male,45,1,1,1,1,1
471474748,Male,65,1,1,1,1,1
441643442,Female,48,1,1,1,1,1
407832240,Female,20,1,1,1,1,1
411914444,Male,57,2,1,1,1,1
494909845,Male,77,2,2,2,2,2
413387942,Male,47,1,1,1,1,1
401057840,Female,22,1,2,1,1,4
423642245,Male,59,1,1,1,1,1
443294541,Male,57,2,2,1,2,2
494112344,Female,54,2,2,2,2,3
473201144,Male,57,2,1,1,1,2
461533942,Male,45,3,3,3,3,2
497366447,Male,46,3,1,1,1,1
487289744,Female,19,2,2,2,2,3
407102044,Male,52,2,1,1,1,1
473789449,Male,58,2,2,2,2,2
481801943,Female,50,1,1,1,1,1
463405842,Female,58,2,2,1,1,1
431243945,Female,23,2,2,2,1,2
484686346,Male,47,1,2,2,2,3
467757845,Female,61,2,2,2,1,2
401017446,Female,47,2,4,4,3,4
487757340,Female,56,2,3,1,1,2
421331542,Male,28,2,3,2,2,4
407435849,Male,67,1,1,1,1,1
424258144,Male,48,1,1,1,1,4
427224846,Male,55,3,2,1,1,2
417840243,Female,19,1,1,1,1,1
477078443,Female,53,3,3,1,1,4
407214749,Female,25,2,2,2,2,3
433201847,Female,56,1,2,1,1,2
427903848,Male,27,2,2,2,2,2
493194845,Female,45,2,3,2,2,3
421064644,Male,72,3,3,3,4,3
443032246,Female,28,2,2,1,1,2
447479440,Male,28,3,4,4,4,2
417498847,Female,20,1,1,1,1,1
457825845,Male,59,2,3,3,2,2
423600244,Female,26,2,3,1,1,2
497638441,Male,50,2,1,1,1,1
484542043,Male,58,2,2,2,2,2
491774848,Male,53,3,3,3,1,3
401821242,Male,40,3,2,3,3,2
413025347,Female,42,3,3,2,3,2
457272644,Female,32,3,1,2,2,2
453648542,Male,67,2,2,2,2,3
453729244,Male,86,1,1,1,1,3
437058849,Female,65,1,1,1,1,1
431524540,Female,37,2,1,1,1,1
483432248,Male,55,3,3,3,3,2
403894948,Male,57,2,1,1,1,4
417539243,Male,57,3,3,3,3,2
464684646,Male,51,3,4,3,2,3
417680941,Female,45,3,1,1,1,2
491214146,Male,65,1,1,1,1,1
477849643,Male,44,3,3,3,3,1
461597742,Female,50,1,1,1,1,1
484173849,Male,48,1,1,1,1,1
443508348,Male,47,2,3,3,2,2
413087946,Female,30,3,1,3,1,1
447916349,Female,57,1,1,1,1,1
447039645,Male,48,1,4,2,2,3
467410845,Male,68,3,3,2,3,1
451341047,Female,22,2,1,1,1,3
487150648,Female,21,3,3,3,3,1
433187144,Male,53,4,4,4,4,4
413994543,Male,75,1,1,1,1,1
437218046,Male,27,2,2,1,1,2
403528948,Male,49,1,1,1,1,1
464489344,Male,42,1,1,1,1,1
444514044,Female,64,1,1,1,1,1
467245245,Male,32,4,1,1,1,2
463642043,Male,67,4,4,4,4,4
493907440,Male,57,1,1,1,1,1
483657245,Male,29,1,1,1,1,1
461391543,Female,27,4,3,2,2,2
437970347,Female,71,1,2,1,1,2
487221544,Female,32,2,2,3,3,3
454974247,Male,48,1,1,1,1,1
497918448,Female,67,2,2,2,2,1
457752142,Female,45,1,1,1,1,2
474444645,Male,47,1,4,4,4,4
491456646,Male,25,3,1,2,1,3
483907743,Male,52,1,1,1,1,1
437552640,Female,33,4,1,1,1,1
481900043,Male,25,3,3,3,4,2
431351447,Female,22,2,1,1,1,4
493828741,Female,49,1,2,1,1,2
471417944,Male,74,2,1,1,1,2
414367344,Male,27,1,1,1,1,1
444814642,Male,29,1,1,1,1,1
443787248,Male,59,1,1,1,1,3
437741840,Male,46,2,1,1,1,1
497295847,Male,69,3,1,1,1,2
483472343,Female,50,3,3,2,3,3
473320346,Female,27,1,2,1,1,2
477335146,Male,66,2,2,2,2,1
454789945,Male,59,1,1,1,1,1
404717042,Female,72,1,1,1,1,1
433168941,Female,55,1,1,1,1,2
453907345,Male,38,3,3,3,3,3
411216640,Male,25,2,3,3,3,3
447414445,Female,45,3,2,2,3,3
473894140,Male,47,1,2,2,2,3
483294743,Male,54,1,3,4,4,3
477865441,Female,23,1,2,1,1,3
464716840,Male,61,4,3,3,3,3
427116447,Female,48,2,2,3,1,3
431821740,Male,24,1,4,4,2,4
403571944,Male,50,4,1,1,1,1
403580146,Male,51,4,1,1,1,3
451220146,Female,42,2,2,2,1,1
421214649,Male,69,2,1,1,1,1
437516141,Female,61,2,1,1,1,1
431236745,Female,35,2,2,1,1,2
403278949,Female,34,4,4,4,4,2
421014849,Male,28,4,2,3,3,2
491497641,Female,55,2,1,1,1,1
413801243,Male,48,1,1,1,1,1
457375745,Male,49,1,1,1,1,1
407843348,Female,71,2,1,1,1,1
457792448,Male,76,1,1,1,1,1
467564049,Male,45,2,2,3,3,3
404864446,Male,58,1,1,1,1,2
447431649,Female,47,1,4,2,2,3
417766640,Female,56,2,1,2,2,3
424334740,Female,50,3,2,2,2,3
413594244,Male,60,2,3,3,3,3
403257340,Female,38,2,4,4,4,4
491406947,Male,19,2,3,1,2,2
494569344,Female,35,4,2,2,2,1
491647243,Female,23,2,1,2,2,2
437471248,Female,27,1,1,1,1,2
457498444,Female,55,1,2,3,2,3
473787443,Female,62,2,4,3,3,3
497075946,Female,52,3,2,1,2,2
427954443,Male,57,2,1,1,1,1
424770849,Male,52,2,1,1,1,1
493087741,Male,65,3,2,3,2,3
427879947,Male,63,1,1,1,1,1
427183547,Male,52,2,2,1,1,2
481480242,Female,33,1,1,1,1,1
483889341,Male,33,3,1,1,1,2
414864140,Male,33,3,2,2,2,3
417877246,Female,33,1,2,1,1,1
467775342,Male,50,2,1,1,1,2
441767344,Female,29,4,4,4,4,3
461056944,Male,27,2,1,2,1,1
493513446,Male,57,1,2,1,1,1
417784447,Female,31,3,2,2,2,3
417952842,Male,27,2,4,4,3,4
454362743,Male,32,1,1,1,1,1
491670646,Female,37,3,2,1,2,2
421180046,Female,45,1,1,1,1,2
487938941,Male,19,1,1,1,1,1
437834644,Male,68,1,1,1,1,1
453633243,Male,51,1,1,1,1,1
417518542,Female,29,2,3,3,2,2
487250143,Female,39,1,2,2,1,2
453161744,Male,50,3,3,1,1,2
463963348,Female,63,1,2,1,1,1
473829442,Female,68,2,1,1,1,2
413374045,Male,61,1,1,1,1,1
423318143,Female,33,1,1,1,1,1
487189345,Female,32,1,1,2,3,4
401777943,Male,20,3,3,2,3,2
427689248,Female,28,1,1,1,1,1
483201340,Male,59,2,1,1,1,2
474524542,Male,42,1,1,1,1,1
411504546,Female,61,2,2,3,2,3
483507249,Male,56,4,2,3,3,2
404314441,Female,35,2,3,3,3,2
443189444,Male,27,1,1,1,1,2
477511949,Female,32,1,1,1,1,1
427999745,Female,26,1,2,1,1,2
491774249,Female,62,1,1,1,1,1
413507146,Male,46,3,3,3,2,3
491504642,Male,50,2,1,1,1,1
461184544,Female,75,2,1,1,1,1
423504445,Male,28,3,2,1,1,3
441091944,Female,65,1,2,1,1,2
457663649,Male,49,1,1,1,1,2
427635044,Male,32,2,2,1,1,1
437220641,Male,32,1,1,1,1,1
407232841,Female,35,1,1,1,1,1
423989948,Male,58,1,1,1,1,1
411730748,Female,47,1,1,1,1,1
491014248,Male,64,2,1,1,1,2
421374449,Male,61,1,1,1,1,3
497229446,Female,19,2,1,2,1,1
404864048,Male,34,1,1,1,1,1
473524446,Female,46,1,3,3,3,4
417572241,Female,24,2,1,1,1,2
437139242,Female,19,2,2,2,2,3
477918649,Male,64,2,2,1,1,1
487506148,Female,47,1,1,1,1,1
414832646,Female,45,2,3,4,3,3
487628141,Male,46,1,2,1,1,3
481820049,Female,20,1,2,2,2,2
437181545,Female,41,3,3,3,3,2
474614848,Male,47,2,2,1,1,2
491627346,Female,34,2,1,1,2,1
453487740,Male,56,2,1,1,1,1
491763848,Female,53,2,2,2,2,3
463374646,Female,47,1,1,1,1,2
453318841,Female,58,1,1,1,1,2
411626943,Male,27,2,3,2,3,2
497237545,Female,20,1,1,1,1,2
471906548,Female,32,3,2,3,3,2
413594544,Female,61,1,2,1,1,2
407832141,Female,50,3,1,1,1,1
477659348,Female,45,1,1,1,1,1
457830245,Female,38,1,1,1,1,2
463387946,Male,46,1,1,1,1,2
447179247,Male,20,3,4,3,3,2
451074443,Female,62,1,1,1,1,1
421074649,Male,48,1,1,2,1,4
473270246,Male,51,2,2,2,2,2
487718747,Male,52,3,3,2,3,3
461323741,Male,22,1,1,1,1,1
417160742,Female,48,1,4,4,4,4
463787240,Female,56,4,3,4,3,1
424404944,Male,68,1,1,1,1,1
483257443,Female,35,2,2,2,1,2
433387542,Female,56,2,2,2,2,2
421980748,Male,25,2,1,3,2,3
443008949,Female,71,2,2,3,2,2
411741846,Male,55,1,1,1,1,1
411080848,Female,25,1,2,1,1,2
491271145,Male,22,2,2,2,2,3
467713744,Female,38,2,3,4,4,4
411567842,Female,60,1,1,1,1,1
451281640,Male,20,1,1,1,1,1
453095545,Female,30,3,1,3,3,2
463228048,Male,53,1,1,1,1,4
411181943,Male,55,2,2,1,1,3
483380549,Female,56,4,2,3,4,1
444718649,Male,45,2,2,2,2,2
414762445,Male,33,1,1,1,1,1
483633442,Female,37,2,2,2,2,3
407075247,Male,58,3,3,3,3,4
447745744,Female,54,1,1,1,1,1
434850846,Male,59,1,1,1,1,1
433087842,Male,42,2,2,3,2,2
401727545,Male,53,1,1,1,1,2
427885643,Female,31,4,3,3,2,1
471197342,Female,33,1,1,1,1,2
461901648,Female,48,2,3,1,2,2
423391744,Male,36,2,3,3,4,4
453774649,Female,47,1,1,1,1,2
453658249,Female,32,2,2,2,2,3
471051144,Female,42,3,2,2,1,2
401164645,Male,57,2,2,3,2,2
493758147,Female,62,2,3,2,2,3
443620241,Male,27,1,2,2,2,3
464574848,Female,45,1,1,1,1,2
401120845,Male,20,1,1,1,1,1
403294344,Female,56,2,1,1,1,1
453960940,Female,61,1,1,1,1,1
464777246,Female,38,2,2,2,3,2
447782549,Male,41,4,1,1,1,4
414988846,Male,66,1,1,1,1,1
424909142,Female,68,2,2,3,3,2
467131044,Female,41,3,3,1,1,1
437031340,Female,50,2,3,2,2,3
487323643,Male,28,1,1,1,1,1
457756543,Male,52,1,1,1,1,1
497885041,Male,55,1,1,1,1,1
493529044,Female,48,1,3,4,1,1
487307246,Male,31,1,1,1,1,2
437003448,Female,23,4,1,3,3,2
451836243,Female,20,1,1,1,1,2
427127441,Female,24,2,1,1,1,1
491020047,Male,29,3,3,4,4,3
473507547,Male,67,2,2,1,1,1
404734743,Female,39,1,1,1,1,2
491920145,Male,28,1,1,1,1,2
487176241,Male,31,2,3,2,2,3
433194544,Female,56,1,2,1,1,2
441917646,Female,64,1,2,1,1,1
443399742,Male,29,4,2,2,3,2
433594743,Female,65,1,2,2,2,2
487022645,Female,40,2,2,1,1,2
443120648,Male,47,2,1,2,2,2
457593946,Male,30,1,2,1,2,1
441111345,Female,25,1,1,1,1,1
497518743,Male,55,1,1,1,1,3
421501049,Female,55,1,1,1,1,1
434754347,Male,64,2,1,1,1,1
431163248,Female,24,3,1,1,1,4
477336448,Female,37,2,1,1,1,2
417099645,Female,47,2,1,1,1,1
463801448,Female,55,2,3,2,1,2
453648347,Female,38,2,2,1,1,2
477973843,Male,67,2,1,1,1,1
417446544,Female,34,1,1,1,1,2
433087144,Male,35,2,2,2,2,2
453800943,Male,37,2,3,3,3,3
454604646,Male,43,1,1,1,1,1
491840843,Female,65,2,1,1,1,3
434662641,Male,44,1,1,1,1,2
451880848,Male,23,1,1,1,1,1
427381247,Male,24,1,2,2,2,3
477602247,Male,30,1,2,3,2,1
401614946,Male,46,2,2,2,2,3
471021245,Male,35,1,1,1,1,2
411437745,Male,29,1,1,1,1,2
471063548,Female,37,1,1,1,1,1
484186644,Male,47,2,1,1,1,1
447828246,Female,52,3,2,2,2,3
414150645,Male,64,3,3,3,3,2
493894444,Female,72,3,2,1,1,2
487396340,Male,56,1,1,1,1,1
417278744,Male,33,2,1,1,1,1
454862448,Male,56,3,1,1,1,1
463774647,Male,57,1,3,3,3,3
443507941,Male,55,1,1,1,1,1
444678242,Male,49,1,1,1,1,1
403729345,Male,33,1,1,1,1,1
497868741,Female,24,1,2,1,1,2
433118743,Female,74,2,2,1,1,2
434842346,Male,45,3,3,3,3,2
463758445,Male,46,4,2,3,2,4
433218541,Male,49,1,4,1,1,2
447511548,Female,39,1,3,3,3,2
414964240,Female,36,3,2,1,1,1
483498448,Male,47,3,2,1,1,2
407326844,Female,34,3,3,3,3,2
437311142,Male,23,3,3,3,2,1
421200848,Male,23,1,1,1,1,2
401287640,Female,49,2,1,1,1,2
477423946,Male,50,1,3,3,3,3
471893241,Male,62,2,1,2,2,1
411980245,Male,24,1,1,1,1,1
473567440,Female,50,1,1,1,1,1
403187944,Female,44,2,4,3,3,2
463831246,Female,50,1,1,1,1,1
427582040,Male,42,3,2,1,1,1
481080548,Male,26,1,3,1,1,1
403801848,Male,54,2,1,1,1,2
447381349,Female,65,1,1,1,1,1
414016741,Male,29,3,3,2,2,2
483157442,Female,39,1,3,1,1,1
424863147,Male,46,2,1,1,1,1
487475947,Female,41,1,1,1,1,1
491500744,Male,23,1,2,2,2,1
421423442,Male,45,1,1,1,1,2
433594640,Female,63,2,2,1,1,1
443895548,Male,57,2,2,2,2,2
497568149,Female,34,1,2,2,2,2
437103941,Male,38,1,1,1,1,1
484809144,Male,66,2,1,1,1,2
491981441,Male,37,4,2,1,1,2
473517141,Female,31,1,2,1,1,2
441246548,Male,26,1,3,2,2,2
433642240,Male,56,4,4,4,4,4
481934046,Male,43,4,2,2,2,2
493270244,Female,29,1,1,1,1,1
407364049,Female,37,2,2,2,2,3
